RT @moobeat: Check out Elementalist Lux stream later today  https:\/\/t.co\/Xe8CIEv9w3 https:\/\/t.co\/qKA4UdMS6w::0
RT @KateyAnthony: Particle Preview - Elementalist Lux - (E) Lucent Singularity! https:\/\/t.co\/Vt4qxZYhZB::0
\ud83d\udcf9 league-of-desu: Elementalist Lux Voice Lines Is it a different voice actor? https:\/\/t.co\/yIkqcD5sgU::0
RT @KateyAnthony: Particle Preview - Elementalist Lux - (W) Prismatic Barrier! https:\/\/t.co\/wvzwknCFcY::-3
RT @KateyAnthony: Come watch the Elementalist Lux stream, starting in ~30 minutes! | https:\/\/t.co\/abBnKAAfnB https:\/\/t.co\/dpdk95iYUm::0
RT @Brofresco: BRUHHHHHHHHHHHHHHHHHHHHH ELEMENTALIST LUX BINDINGS\nPhoto cred @KateyAnthony (: https:\/\/t.co\/m7Lrt0sht6::0
RT @KateyAnthony: Particle Preview - Elementalist Lux (R) - Final Spark https:\/\/t.co\/KuLnykVIyM::0
